Id	Name	Recycled	Cr min	Cr max	Cd min	Cd max	Dr min	Dr max	Fl min	Fl max	Hr min	Hr max	Ma min	Ma max	Pe min	Pe max	Oq min	Oq max	Sr min	Sr max	Ut min	Ut max	Er min	Er max	Container
seafood_crustacean_talus	Talusian Crustacean Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_crustacean_tatooine	Tatooinian Crustacean Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_crustacean_yavin4	Yavinian Crustacean Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_crustacean_kashyyyk	Kashyyykian Crustacean Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_crustacean_mustafar	Mustafarian Crustacean Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk	Mollusk		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk_corellia	Corellia Mollusk Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk_dantooine	Dantooine Mollusk Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk_dathomir	Dathomirian Mollusk Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk_endor	Endorian Mollusk Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk_lok	Lokian Mollusk Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk_naboo	Nabooian Mollusk Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk_rori	Rori Mollusk Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk_talus	Talusian Mollusk Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk_tatooine	Tatooinian Mollusk Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk_yavin4	Yavinian Mollusk Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk_kashyyyk	Kashyyykian Mollusk Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
seafood_mollusk_mustafar	Mustafarian Mollusk Meat		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
creature_structural	Creature Structural		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone	Bone		0	0	0	0	1	1000	0	0	0	0	1	600	0	0	1	1000	100	1000	1	1000	0	0	object/resource_container/organic_structure.iff
ground_bones	Ground Bones	1	0	0	0	0	200	200	0	0	0	0	200	200	0	0	200	200	200	200	200	200	0	0	object/resource_container/organic_structure.iff
bone_mammal_corellia	Corellian Animal Bones		0	0	0	0	300	1000	0	0	0	0	1	500	0	0	1	1000	400	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone_mammal_dantooine	Dantooine Animal Bones		0	0	0	0	300	1000	0	0	0	0	1	500	0	0	1	1000	400	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone_mammal_dathomir	Dathomirian Animal Bones		0	0	0	0	300	1000	0	0	0	0	1	500	0	0	1	1000	400	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone_mammal_endor	Endorian Animal Bones		0	0	0	0	300	1000	0	0	0	0	1	500	0	0	1	1000	400	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone_mammal_lok	Lokian  Animal Bones		0	0	0	0	300	1000	0	0	0	0	1	500	0	0	1	1000	400	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone_mammal_naboo	Nabooian  Animal Bones		0	0	0	0	300	1000	0	0	0	0	1	500	0	0	1	1000	400	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone_mammal_rori	Rori  Animal Bones		0	0	0	0	300	1000	0	0	0	0	1	500	0	0	1	1000	400	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone_mammal_talus	Talusian  Animal Bones		0	0	0	0	300	1000	0	0	0	0	1	500	0	0	1	1000	400	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone_mammal_tatooine	Tatooinian  Animal Bones		0	0	0	0	300	1000	0	0	0	0	1	500	0	0	1	1000	400	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone_mammal_yavin4	Yavinian  Animal Bones		0	0	0	0	300	1000	0	0	0	0	1	500	0	0	1	1000	400	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone_mammal_kashyyyk	Kashyyykian Animal Bones		0	0	0	0	300	1000	0	0	0	0	1	500	0	0	1	1000	400	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone_mammal_mustafar	Mustafarian Animal Bones		0	0	0	0	300	1000	0	0	0	0	1	500	0	0	1	1000	400	1000	1	1000	0	0	object/resource_container/organic_structure.iff
bone_avian	Avian bone		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_avian_corellia	Corellian Avian Bones		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_avian_dantooine	Dantooine Avian Bones		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_avian_dathomir	Dathomirian Avian Bones		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_avian_endor	Endorian Avian Bones		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_avian_lok	Lokian Avian Bones		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_avian_naboo	Nabooian Avian Bones		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_avian_rori	Rori Avian Bones		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_avian_talus	Talusian Avian Bones		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_avian_tatooine	Tatooinian Avian Bones		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_avian_yavin4	Yavinian Avian Bones		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_avian_kashyyyk	Kashyyykian Avian Bones		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_avian_mustafar	Mustafarian Avian Bones		0	0	0	0	1	700	0	0	0	0	1	600	0	0	1	1000	100	500	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn	Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	200	700	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn_ground	Ground Horn	1	0	0	0	0	200	200	0	0	0	0	200	200	0	0	200	200	200	200	200	200	0	0	object/resource_container/organic_structure.iff
bone_horn_corellia	Corellian Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	300	700	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn_dantooine	Dantooine Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	300	700	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn_dathomir	Dothomirian Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	300	700	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn_endor	Endorian Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	300	700	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn_lok	Lokian Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	300	700	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn_naboo	Nabooian Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	300	700	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn_rori	Rori Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	300	700	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn_talus	Talusian Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	300	700	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn_tatooine	Tatooinian Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	300	700	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn_yavin4	Yavinian Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	300	700	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn_kashyyyk	Kashyyykian Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	300	700	1	500	0	0	object/resource_container/organic_structure.iff
bone_horn_mustafar	Mustafarian Horn		0	0	0	0	200	1000	0	0	0	0	1	500	0	0	1	1000	300	700	1	500	0	0	object/resource_container/organic_structure.iff
hide	Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
synthesized_hides	Synthesized Hides	1	0	0	0	0	200	200	0	0	0	0	200	200	0	0	200	200	200	200	200	200	0	0	object/resource_container/organic_hide.iff
hide_wooly	Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_wooly_corellia	Corellian Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_wooly_dantooine	Dantooine Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_wooly_dathomir	Dathomirian Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_wooly_endor	Endorian Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_wooly_lok	Lokian Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_wooly_naboo	Nabooian Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_wooly_rori	Rori Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_wooly_talus	Talusian Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_wooly_tatooine	Tatooinian Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_wooly_yavin4	Yavinian Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_wooly_kashyyyk	Kashyyykian Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_wooly_mustafar	Mustafarian Wooly Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_wooly_hide.iff
hide_bristley	Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_bristley_corellia	Corellian Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_bristley_dantooine	Dantooine Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_bristley_dathomir	Dathomirian Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_bristley_endor	Endorian Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_bristley_lok	Lokian Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_bristley_naboo	Nabooian Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_bristley_rori	Rori Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_bristley_talus	Talusian Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_bristley_tatooine	Tatooinian Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_bristley_yavin4	Yavinian Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_bristley_kashyyyk	Kashyyykian Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_bristley_mustafar	Mustafarian Bristley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_bristley_hide.iff
hide_leathery	Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_leathery_corellia	Corellian Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_leathery_dantooine	Dantooine Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_leathery_dathomir	Dathomirian Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_leathery_endor	Endorian Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_leathery_lok	Lokian Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_leathery_naboo	Nabooian Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_leathery_rori	Rori Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_leathery_talus	Talusian Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_leathery_tatooine	Tatooinian Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_leathery_yavin4	Yavinian Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_leathery_kashyyyk	Kashyyykian Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_leathery_mustafar	Mustafarian Leathery Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_leathery_hide.iff
hide_scaley	Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
hide_scaley_corellia	Corellian Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
hide_scaley_dantooine	Dantooine Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
hide_scaley_dathomir	Dathomirian Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
hide_scaley_endor	Endorian Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
hide_scaley_lok	Lokian Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
hide_scaley_naboo	Nabooian Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
hide_scaley_rori	Rori Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
hide_scaley_talus	Talusian Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
hide_scaley_tatooine	Tatooinian Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
hide_scaley_yavin4	Yavinian Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
hide_scaley_kashyyyk	Kashyyykian Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
hide_scaley_mustafar	Mustafarian Scaley Hide		0	0	0	0	1	1000	0	0	0	0	1	1000	0	0	1	1000	1	1000	1	1000	0	0	object/resource_container/organic_scaley_hide.iff
flora_resources	Flora Resources		0	0	0	0	1	1000	1	1000	0	0	200	1000	1	1000	1	1000	1	700	1	800	0	0	object/resource_container/organic_food.iff
flora_food	Flora Food		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
cereal	Cereal		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_food.iff
processed_cereal	Processed Cereal	1	0	0	0	0	200	200	200	200	0	0	0	0	200	200	200	200	0	0	0	0	0	0	object/resource_container/organic_food.iff
corn	Corn		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated	Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated_corellia	Corellian Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated_dantooine	Dantooine Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated_dathomir	Dathomirian Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated_endor	Endorian Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated_lok	Lokian Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated_naboo	Nabooian Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated_rori	Rori Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated_talus	Talusian Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated_tatooine	Tatooinian Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated_yavin4	Yavinian Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated_kashyyyk	Kashyyykian Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_domesticated_mustafar	Mustafarian Domesticated Corn		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild	Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild_corellia	Corellian Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild_dantooine	Dantooine Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild_dathomir	Dathomirian Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild_endor	Endorian Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild_lok	Lokian Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild_naboo	Nabooian Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild_rori	Rori Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild_talus	Talusian Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild_tatooine	Tatooinian Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild_yavin4	Yavinian Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild_kashyyyk	Kashyyykian Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
corn_wild_mustafar	Mustafarian Wild Corn		0	0	0	0	1	1000	300	1000	0	0	0	0	1	700	1	1000	0	0	0	0	0	0	object/resource_container/organic_corn.iff
rice	Rice		0	0	0	0	1	1000	1	1000	0	0	0	0	1	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_domesticated	Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_domesticated_corellia	Corellian Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_domesticated_dantooine	Dantooine Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_domesticated_dathomir	Dathomirian Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_domesticated_endor	Endorian Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_domesticated_lok	Lokian Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_domesticated_naboo	Nabooian Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_domesticated_rori	Rori Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_domesticated_talus	Talusian Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_domesticated_tatooine	Tatooinian Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_domesticated_yavin4	Yavinian Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
rice_domesticated_kashyyyk	Kashyyykian Domesticated Rice		0	0	0	0	1	1000	1	700	0	0	0	0	300	1000	1	1000	0	0	0	0	0	0	object/resource_container/organic_rice.iff
